Date,State,Confirmed,Recovered,Deceased,Other,Tested
2020-08-10,Meghalaya,1115.0,498.0,6.0,0.0,41734.0
2020-08-10,Manipur,3855.0,2122.0,11.0,0.0,103268.0
2020-08-10,Madhya Pradesh,39891.0,29674.0,1015.0,0.0,909926.0
2020-08-10,Mizoram,620.0,323.0,0.0,0.0,23702.0
2020-08-10,Nagaland,3011.0,973.0,8.0,3.0,46518.0
2020-08-10,Odisha,47455.0,33021.0,337.0,0.0,669266.0
2020-08-10,Punjab,24889.0,15735.0,604.0,0.0,681321.0
2020-08-10,Puducherry,5624.0,3355.0,89.0,0.0,48748.0
2020-08-10,Rajasthan,53670.0,39060.0,800.0,0.0,1754897.0
2020-08-10,Sikkim,910.0,510.0,1.0,0.0,31193.0
2020-08-10,Telangana,80751.0,57586.0,637.0,0.0,624840.0
2020-08-10,Tamil Nadu,302815.0,244675.0,5041.0,0.0,3292958.0
2020-08-10,Tripura,6223.0,4443.0,42.0,18.0,202004.0
2020-08-10,Uttar Pradesh,126722.0,76724.0,2120.0,0.0,3209587.0
2020-08-10,Uttarakhand,10021.0,6301.0,134.0,39.0,218838.0
2020-08-10,West Bengal,98459.0,70328.0,2100.0,0.0,1132196.0
2020-08-11,Andaman and Nicobar Islands,1764.0,749.0,21.0,0.0,27455.0
2020-08-11,Andhra Pradesh,244549.0,154749.0,2203.0,0.0,2592619.0
2020-08-11,Arunachal Pradesh,2327.0,1634.0,3.0,0.0,112689.0
2020-08-11,Assam,64407.0,45074.0,155.0,3.0,1430691.0
2020-08-11,Bihar,86812.0,57039.0,465.0,1.0,1180566.0
2020-08-11,Chandigarh,1670.0,1015.0,26.0,1.0,18625.0
2020-08-11,Chhattisgarh,12985.0,9239.0,104.0,0.0,388852.0
2020-08-11,Delhi,147391.0,132384.0,4139.0,0.0,1223845.0
2020-08-11,Dadra and Nagar Haveli and Daman and Diu,1656.0,1208.0,2.0,12.0,46149.0
2020-08-11,Goa,9444.0,6480.0,86.0,0.0,153792.0
2020-08-11,Gujarat,73238.0,56516.0,2697.0,0.0,1058881.0
2020-08-11,Himachal Pradesh,3497.0,2273.0,17.0,28.0,168843.0
2020-08-11,Haryana,43227.0,36082.0,500.0,0.0,771769.0
2020-08-11,Jharkhand,19469.0,10555.0,194.0,0.0,394315.0
2020-08-11,Jammu and Kashmir,25931.0,17979.0,490.0,0.0,738203.0
2020-08-11,Karnataka,188611.0,105599.0,3397.0,8.0,1772991.0
2020-08-11,Kerala,36933.0,24046.0,121.0,45.0,1027433.0
2020-08-11,Ladakh,1770.0,1255.0,9.0,0.0,22709.0
2020-08-11,Maharashtra,535601.0,368435.0,18306.0,307.0,2841240.0
2020-08-11,Meghalaya,1142.0,510.0,6.0,0.0,41734.0
2020-08-11,Manipur,3943.0,2155.0,12.0,0.0,104263.0
2020-08-11,Madhya Pradesh,40734.0,30596.0,1033.0,0.0,931143.0
2020-08-11,Mizoram,623.0,323.0,0.0,0.0,23848.0
2020-08-11,Nagaland,3031.0,985.0,7.0,7.0,47008.0
2020-08-11,Odisha,48796.0,34806.0,349.0,0.0,692301.0
2020-08-11,Punjab,25889.0,16790.0,636.0,0.0,697327.0
2020-08-11,Puducherry,5900.0,3532.0,91.0,0.0,49715.0
2020-08-11,Rajasthan,54887.0,40399.0,811.0,0.0,1784992.0
2020-08-11,Sikkim,913.0,534.0,1.0,0.0,31604.0
2020-08-11,Telangana,82647.0,59374.0,645.0,0.0,642875.0
2020-08-11,Tamil Nadu,308649.0,250680.0,5159.0,0.0,3360450.0
2020-08-11,Tripura,6387.0,4656.0,43.0,18.0,205125.0
2020-08-11,Uttar Pradesh,131763.0,80589.0,2176.0,0.0,3314435.0
2020-08-11,Uttarakhand,10432.0,6470.0,136.0,39.0,225618.0
2020-08-11,West Bengal,101390.0,73395.0,2149.0,0.0,1159211.0
2020-08-12,Andaman and Nicobar Islands,1900.0,829.0,21.0,0.0,27744.0
2020-08-12,Andhra Pradesh,254146.0,161425.0,2296.0,0.0,2649767.0
2020-08-12,Arunachal Pradesh,2430.0,1659.0,3.0,0.0,115758.0
2020-08-12,Assam,69000.0,47210.0,161.0,3.0,1573800.0
2020-08-12,Bihar,90553.0,60068.0,474.0,1.0,1272980.0
2020-08-12,Chandigarh,1751.0,1023.0,27.0,1.0,19141.0
2020-08-12,Chhattisgarh,13552.0,9508.0,109.0,0.0,394141.0
2020-08-12,Delhi,148504.0,133405.0,4153.0,0.0,1242739.0
2020-08-12,Dadra and Nagar Haveli and Daman and Diu,1695.0,1243.0,2.0,13.0,46516.0
2020-08-12,Goa,9924.0,6641.0,89.0,0.0,156498.0
2020-08-12,Gujarat,74390.0,57493.0,2715.0,0.0,1109005.0
2020-08-12,Himachal Pradesh,3636.0,2362.0,17.0,28.0,171538.0
2020-08-12,Haryana,44024.0,36694.0,503.0,0.0,786839.0
2020-08-12,Jharkhand,20257.0,12197.0,202.0,0.0,402072.0
2020-08-12,Jammu and Kashmir,26413.0,18523.0,498.0,0.0,750847.0
2020-08-12,Karnataka,196494.0,112633.0,3510.0,8.0,1826317.0
2020-08-12,Kerala,38145.0,24926.0,127.0,47.0,1056360.0
2020-08-12,Ladakh,1811.0,1274.0,9.0,0.0,23034.0
2020-08-12,Maharashtra,548313.0,381843.0,18650.0,307.0,2913686.0
2020-08-12,Meghalaya,1179.0,517.0,6.0,0.0,41734.0
2020-08-12,Manipur,3984.0,2231.0,12.0,0.0,104263.0
2020-08-12,Madhya Pradesh,41604.0,31239.0,1048.0,0.0,951822.0
2020-08-12,Mizoram,648.0,330.0,0.0,0.0,24895.0
2020-08-12,Nagaland,3118.0,1113.0,7.0,7.0,47939.0
2020-08-12,Odisha,50672.0,36479.0,358.0,0.0,724354.0
2020-08-12,Punjab,26909.0,17212.0,675.0,0.0,711260.0
2020-08-12,Puducherry,6381.0,3676.0,96.0,0.0,50942.0
2020-08-12,Rajasthan,56100.0,41648.0,822.0,0.0,1820131.0
2020-08-12,Sikkim,930.0,550.0,1.0,0.0,31974.0
2020-08-12,Telangana,84544.0,61294.0,654.0,0.0,665847.0
2020-08-12,Tamil Nadu,314520.0,256313.0,5278.0,0.0,3432025.0
2020-08-12,Tripura,6497.0,4838.0,43.0,18.0,208165.0
2020-08-12,Uttar Pradesh,136238.0,84661.0,2230.0,0.0,3412346.0
2020-08-12,Uttarakhand,10886.0,6687.0,140.0,39.0,232259.0
2020-08-12,West Bengal,104326.0,76120.0,2203.0,0.0,1186923.0
2020-08-13,Andaman and Nicobar Islands,2037.0,924.0,22.0,0.0,27973.0
2020-08-13,Andhra Pradesh,264142.0,170924.0,2378.0,0.0,2705459.0
2020-08-13,Arunachal Pradesh,2512.0,1718.0,4.0,0.0,118882.0
2020-08-13,Assam,71796.0,49384.0,169.0,3.0,1635118.0
2020-08-13,Bihar,94459.0,62507.0,484.0,1.0,1377432.0
2020-08-13,Chandigarh,1842.0,1076.0,28.0,1.0,19593.0
2020-08-13,Chhattisgarh,14030.0,9658.0,117.0,0.0,402390.0
2020-08-13,Delhi,149460.0,134318.0,4167.0,0.0,1258095.0
2020-08-13,Dadra and Nagar Haveli and Daman and Diu,1741.0,1281.0,2.0,13.0,46937.0
2020-08-13,Goa,10494.0,6912.0,91.0,0.0,159159.0
2020-08-13,Gujarat,75482.0,58539.0,2733.0,0.0,1159822.0
2020-08-13,Himachal Pradesh,3816.0,2435.0,18.0,36.0,172985.0
2020-08-13,Haryana,44817.0,37486.0,511.0,0.0,801784.0
2020-08-13,Jharkhand,20950.0,13013.0,209.0,0.0,411027.0
2020-08-13,Jammu and Kashmir,26949.0,19302.0,509.0,0.0,763211.0
2020-08-13,Karnataka,203200.0,121242.0,3613.0,8.0,1882316.0
2020-08-13,Kerala,39709.0,25692.0,130.0,48.0,1087722.0
2020-08-13,Ladakh,1849.0,1282.0,9.0,0.0,23430.0
2020-08-13,Maharashtra,560126.0,390958.0,19063.0,307.0,2981077.0
2020-08-13,Meghalaya,1193.0,547.0,6.0,0.0,42084.0
2020-08-13,Manipur,4114.0,2295.0,13.0,0.0,107469.0
2020-08-13,Madhya Pradesh,42618.0,31835.0,1065.0,0.0,972046.0
2020-08-13,Mizoram,649.0,343.0,0.0,0.0,25054.0
2020-08-13,Nagaland,3168.0,1139.0,7.0,7.0,48445.0
2020-08-13,Odisha,52653.0,37901.0,367.0,0.0,765065.0
2020-08-13,Punjab,27936.0,17839.0,706.0,0.0,723357.0
2020-08-13,Puducherry,6680.0,3828.0,102.0,0.0,52022.0
2020-08-13,Rajasthan,57414.0,41819.0,833.0,0.0,1839445.0
2020-08-13,Sikkim,931.0,581.0,1.0,0.0,32421.0
2020-08-13,Telangana,86475.0,63074.0,665.0,0.0,689150.0
2020-08-13,Tamil Nadu,320355.0,261459.0,5397.0,0.0,3499300.0
2020-08-13,Tripura,6618.0,4912.0,44.0,18.0,210678.0
2020-08-13,Uttar Pradesh,140775.0,88786.0,2280.0,0.0,3501127.0
2020-08-13,Uttarakhand,11302.0,7014.0,143.0,42.0,242150.0
2020-08-13,West Bengal,107323.0,78617.0,2259.0,0.0,1216955.0
2020-08-14,Andaman and Nicobar Islands,2186.0,1032.0,24.0,0.0,28129.0
2020-08-14,Andhra Pradesh,273085.0,180703.0,2475.0,0.0,2758485.0
2020-08-14,Arunachal Pradesh,2607.0,1750.0,5.0,0.0,121371.0
2020-08-14,Assam,74502.0,51694.0,175.0,3.0,1684721.0
2020-08-14,Bihar,98370.0,65307.0,500.0,1.0,1498752.0
2020-08-14,Chandigarh,1928.0,1091.0,28.0,2.0,20060.0
2020-08-14,Chhattisgarh,14559.0,9857.0,130.0,0.0,409693.0
2020-08-14,Delhi,150652.0,135108.0,4178.0,0.0,1273140.0
2020-08-14,Dadra and Nagar Haveli and Daman and Diu,1782.0,1312.0,2.0,13.0,47272.0
2020-08-14,Goa,10970.0,7157.0,93.0,0.0,162126.0
2020-08-14,Gujarat,76569.0,59622.0,2748.0,0.0,1211047.0
2020-08-14,Himachal Pradesh,3874.0,2551.0,18.0,36.0,175666.0
2020-08-14,Haryana,45614.0,38348.0,518.0,0.0,817509.0
2020-08-14,Jharkhand,22125.0,13678.0,224.0,0.0,442286.0
2020-08-14,Jammu and Kashmir,27489.0,19942.0,520.0,0.0,775333.0
2020-08-14,Karnataka,211108.0,128182.0,3717.0,8.0,1938954.0
2020-08-14,Kerala,41278.0,26996.0,140.0,48.0,1120935.0
2020-08-14,Ladakh,1879.0,1303.0,9.0,0.0,24197.0
2020-08-14,Maharashtra,572734.0,401442.0,19427.0,310.0,3049468.0
2020-08-14,Meghalaya,1228.0,581.0,6.0,0.0,42706.0
2020-08-14,Manipur,4200.0,2360.0,13.0,0.0,110026.0
2020-08-14,Madhya Pradesh,43414.0,32405.0,1081.0,0.0,992172.0
2020-08-14,Mizoram,657.0,347.0,0.0,0.0,25472.0
2020-08-14,Nagaland,3322.0,1198.0,7.0,7.0,49534.0
2020-08-14,Odisha,54630.0,39206.0,377.0,0.0,807826.0
2020-08-14,Punjab,29013.0,18328.0,731.0,0.0,741834.0
2020-08-14,Puducherry,6995.0,4009.0,106.0,0.0,53503.0
2020-08-14,Rajasthan,58692.0,43897.0,846.0,0.0,1868534.0
2020-08-14,Sikkim,1080.0,623.0,1.0,0.0,32762.0
2020-08-14,Telangana,88396.0,64284.0,674.0,0.0,711196.0
2020-08-14,Tamil Nadu,326245.0,267015.0,5514.0,0.0,3569453.0
2020-08-14,Tripura,6782.0,5015.0,46.0,18.0,213730.0
2020-08-14,Uttar Pradesh,145287.0,92526.0,2335.0,0.0,3598210.0
2020-08-14,Uttarakhand,11615.0,7502.0,147.0,42.0,251236.0
2020-08-14,West Bengal,110358.0,81189.0,2319.0,0.0,1248272.0
2020-08-15,Andaman and Nicobar Islands,2306.0,1128.0,24.0,0.0,28209.0
2020-08-15,Andhra Pradesh,281817.0,191117.0,2562.0,0.0,2812197.0
2020-08-15,Arunachal Pradesh,2658.0,1771.0,5.0,0.0,122854.0
2020-08-15,Assam,75559.0,53287.0,182.0,3.0,1705526.0
2020-08-15,Bihar,101906.0,68675.0,515.0,1.0,1612250.0
2020-08-15,Chandigarh,2009.0,1118.0,28.0,2.0,20520.0
2020-08-15,Chhattisgarh,15045.0,10046.0,134.0,0.0,414328.0
2020-08-15,Delhi,151928.0,136251.0,4188.0,0.0,1291411.0
2020-08-15,Dadra and Nagar Haveli and Daman and Diu,1846.0,1384.0,2.0,14.0,47643.0
2020-08-15,Goa,11339.0,7488.0,98.0,0.0,163874.0
2020-08-15,Gujarat,77663.0,60637.0,2767.0,0.0,1262264.0
2020-08-15,Himachal Pradesh,3993.0,2632.0,18.0,36.0,178075.0
2020-08-15,Haryana,46410.0,38939.0,528.0,0.0,830477.0
2020-08-15,Jharkhand,22672.0,14181.0,229.0,0.0,448188.0
2020-08-15,Jammu and Kashmir,28021.0,20676.0,527.0,0.0,785475.0
2020-08-15,Karnataka,219926.0,134811.0,3831.0,8.0,1993760.0
2020-08-15,Kerala,42886.0,27799.0,147.0,49.0,1154365.0
2020-08-15,Ladakh,1909.0,1307.0,10.0,0.0,24253.0
2020-08-15,Maharashtra,584754.0,408286.0,19749.0,310.0,3115716.0
2020-08-15,Meghalaya,1292.0,596.0,6.0,0.0,42910.0
2020-08-15,Manipur,4392.0,2438.0,13.0,0.0,112780.0
2020-08-15,Madhya Pradesh,44433.0,33353.0,1094.0,0.0,1013332.0
2020-08-15,Mizoram,713.0,356.0,0.0,0.0,25929.0
2020-08-15,Nagaland,3340.0,1321.0,7.0,7.0,50200.0
2020-08-15,Odisha,57126.0,40727.0,386.0,0.0,855713.0
2020-08-15,Punjab,30041.0,18863.0,771.0,0.0,759990.0
2020-08-15,Puducherry,7354.0,4224.0,106.0,0.0,54852.0
2020-08-15,Rajasthan,59979.0,45254.0,862.0,0.0,1898595.0
2020-08-15,Sikkim,1148.0,661.0,1.0,0.0,32926.0
2020-08-15,Telangana,90259.0,66196.0,684.0,0.0,732435.0
2020-08-15,Tamil Nadu,332105.0,272251.0,5641.0,0.0,3640796.0
2020-08-15,Tripura,6949.0,5088.0,50.0,18.0,217119.0
2020-08-15,Uttar Pradesh,150061.0,96231.0,2393.0,0.0,3695700.0
2020-08-15,Uttarakhand,11940.0,7748.0,151.0,44.0,256008.0
2020-08-15,West Bengal,113432.0,83836.0,2377.0,0.0,1282486.0
2020-08-16,Andaman and Nicobar Islands,2399.0,1226.0,28.0,0.0,28229.0
2020-08-16,Andhra Pradesh,289829.0,201234.0,2650.0,0.0,2860943.0
2020-08-16,Arunachal Pradesh,2701.0,1808.0,5.0,0.0,124786.0
2020-08-16,Assam,76876.0,55216.0,189.0,3.0,1725893.0
2020-08-16,Bihar,104093.0,72566.0,537.0,1.0,1679462.0
2020-08-16,Chandigarh,2102.0,1137.0,29.0,2.0,21060.0
2020-08-16,Chhattisgarh,15621.0,10235.0,142.0,0.0,419658.0
2020-08-16,Delhi,152580.0,137561.0,4196.0,0.0,1302120.0
2020-08-16,Dadra and Nagar Haveli and Daman and Diu,1881.0,1431.0,2.0,16.0,48212.0
2020-08-16,Goa,11639.0,7775.0,104.0,0.0,165356.0
2020-08-16,Gujarat,78783.0,61596.0,2787.0,0.0,1312824.0
2020-08-16,Himachal Pradesh,4156.0,2720.0,18.0,42.0,179024.0
2020-08-16,Haryana,47153.0,39601.0,538.0,0.0,844422.0
2020-08-16,Jharkhand,23224.0,14747.0,244.0,0.0,455715.0
2020-08-16,Jammu and Kashmir,28470.0,20943.0,542.0,0.0,793537.0
2020-08-16,Karnataka,226966.0,141491.0,3947.0,16.0,2037386.0
2020-08-16,Kerala,44416.0,28898.0,157.0,51.0,1182727.0
2020-08-16,Ladakh,1948.0,1356.0,14.0,0.0,24273.0
2020-08-16,Maharashtra,595865.0,417123.0,20037.0,310.0,3165550.0
2020-08-16,Meghalaya,1374.0,675.0,6.0,0.0,43800.0
2020-08-16,Manipur,4571.0,2632.0,16.0,0.0,115041.0
2020-08-16,Madhya Pradesh,45455.0,34038.0,1105.0,0.0,1035343.0
2020-08-16,Mizoram,777.0,371.0,0.0,0.0,26611.0
2020-08-16,Nagaland,3394.0,1422.0,7.0,7.0,50946.0
2020-08-16,Odisha,60050.0,42277.0,396.0,0.0,908508.0
2020-08-16,Punjab,31206.0,19431.0,812.0,0.0,770873.0
2020-08-16,Puducherry,7732.0,4443.0,110.0,0.0,55937.0
2020-08-16,Rajasthan,61296.0,46604.0,876.0,0.0,1913726.0
2020-08-16,Sikkim,1167.0,673.0,1.0,0.0,33810.0
2020-08-16,Telangana,91361.0,68126.0,693.0,0.0,744555.0
2020-08-16,Tamil Nadu,338055.0,278270.0,5766.0,0.0,3711246.0
2020-08-16,Tripura,7076.0,5151.0,55.0,18.0,218981.0
2020-08-16,Uttar Pradesh,154418.0,100432.0,2449.0,0.0,3786633.0
2020-08-16,Uttarakhand,12175.0,8100.0,152.0,44.0,260790.0
2020-08-16,West Bengal,116498.0,86771.0,2428.0,0.0,1314772.0
2020-08-17,Andaman and Nicobar Islands,2445.0,1325.0,29.0,0.0,28672.0
2020-08-17,Andhra Pradesh,296609.0,209100.0,2732.0,0.0,2905521.0
2020-08-17,Arunachal Pradesh,2741.0,1893.0,5.0,0.0,127286.0
2020-08-17,Assam,79668.0,56735.0,197.0,3.0,1775403.0
2020-08-17,Bihar,106618.0,76706.0,542.0,1.0,1787189.0
2020-08-17,Chandigarh,2216.0,1183.0,30.0,2.0,21563.0
2020-08-17,Chhattisgarh,16025.0,10598.0,150.0,0.0,427209.0
2020-08-17,Delhi,153367.0,138301.0,4214.0,0.0,1317108.0
2020-08-17,Dadra and Nagar Haveli and Daman and Diu,1908.0,1480.0,2.0,16.0,48710.0
2020-08-17,Goa,11994.0,8058.0,111.0,0.0,167381.0
2020-08-17,Gujarat,79816.0,62679.0,2802.0,0.0,1358364.0
2020-08-17,Himachal Pradesh,4174.0,2834.0,18.0,42.0,180357.0
2020-08-17,Haryana,48040.0,40610.0,550.0,0.0,854757.0
2020-08-17,Jharkhand,24067.0,15348.0,255.0,0.0,473973.0
2020-08-17,Jammu and Kashmir,28892.0,21296.0,548.0,0.0,801329.0
2020-08-17,Karnataka,233283.0,148562.0,4062.0,16.0,2075086.0
2020-08-17,Kerala,46141.0,30029.0,170.0,52.0,1205759.0
2020-08-17,Ladakh,1966.0,1368.0,14.0,0.0,24702.0
2020-08-17,Maharashtra,604358.0,428514.0,20265.0,311.0,3208735.0
2020-08-17,Meghalaya,1418.0,679.0,6.0,0.0,43800.0
2020-08-17,Manipur,4689.0,2734.0,17.0,0.0,115041.0
2020-08-17,Madhya Pradesh,46385.0,35025.0,1128.0,0.0,1055205.0
2020-08-17,Mizoram,789.0,372.0,0.0,0.0,27115.0
2020-08-17,Nagaland,3455.0,1530.0,7.0,7.0,51483.0
2020-08-17,Odisha,62294.0,43780.0,406.0,0.0,958929.0
2020-08-17,Punjab,32695.0,20180.0,862.0,0.0,782463.0
2020-08-17,Puducherry,8029.0,4627.0,114.0,0.0,57025.0
2020-08-17,Rajasthan,62630.0,47654.0,887.0,0.0,1930842.0
2020-08-17,Sikkim,1187.0,701.0,1.0,0.0,34813.0
2020-08-17,Telangana,92255.0,70132.0,703.0,0.0,753349.0
2020-08-17,Tamil Nadu,343945.0,283937.0,5886.0,0.0,3778778.0
2020-08-17,Tripura,7219.0,5286.0,59.0,18.0,220789.0
2020-08-17,Uttar Pradesh,158216.0,104808.0,2515.0,0.0,3872640.0
2020-08-17,Uttarakhand,12493.0,8485.0,158.0,44.0,265748.0
2020-08-17,West Bengal,119578.0,89703.0,2473.0,0.0,1347091.0
2020-08-18,Andaman and Nicobar Islands,2529.0,1421.0,30.0,0.0,28937.0
2020-08-18,Andhra Pradesh,306261.0,218311.0,2820.0,0.0,2961611.0
2020-08-18,Arunachal Pradesh,2875.0,1949.0,5.0,0.0,130246.0
2020-08-18,Assam,82202.0,58295.0,203.0,3.0,1819819.0
2020-08-18,Bihar,109875.0,80740.0,558.0,1.0,1899970.0
2020-08-18,Chandigarh,2305.0,1243.0,30.0,2.0,22198.0
2020-08-18,Chhattisgarh,16833.0,10847.0,158.0,0.0,436180.0
2020-08-18,Delhi,154741.0,139447.0,4226.0,0.0,1337374.0
2020-08-18,Dadra and Nagar Haveli and Daman and Diu,1959.0,1519.0,2.0,17.0,49290.0
2020-08-18,Goa,12333.0,8356.0,116.0,0.0,170125.0
2020-08-18,Gujarat,80942.0,63810.0,2822.0,0.0,1415598.0
2020-08-18,Himachal Pradesh,4235.0,2923.0,18.0,42.0,183224.0
2020-08-18,Haryana,48936.0,41298.0,557.0,0.0,867458.0
2020-08-18,Jharkhand,25333.0,15709.0,265.0,0.0,502973.0
2020-08-18,Jammu and Kashmir,29326.0,21886.0,561.0,0.0,811167.0
2020-08-18,Karnataka,240948.0,156949.0,4201.0,16.0,2134174.0
2020-08-18,Kerala,47899.0,31394.0,176.0,55.0,1240076.0
2020-08-18,Ladakh,2010.0,1395.0,17.0,0.0,25208.0
2020-08-18,Maharashtra,615477.0,437870.0,20687.0,312.0,3267625.0
2020-08-18,Meghalaya,1457.0,685.0,6.0,0.0,44234.0
2020-08-18,Manipur,4767.0,2789.0,18.0,0.0,117299.0
2020-08-18,Madhya Pradesh,47375.0,35713.0,1141.0,0.0,1072575.0
2020-08-18,Mizoram,815.0,379.0,0.0,0.0,27388.0
2020-08-18,Nagaland,3520.0,1664.0,7.0,7.0,52139.0
2020-08-18,Odisha,64533.0,45315.0,415.0,0.0,1009454.0
2020-08-18,Punjab,34400.0,21762.0,898.0,0.0,801990.0
2020-08-18,Puducherry,8396.0,4909.0,123.0,0.0,58535.0
2020-08-18,Rajasthan,63977.0,48960.0,898.0,0.0,1966178.0
2020-08-18,Sikkim,1207.0,755.0,2.0,0.0,34553.0
2020-08-18,Telangana,93937.0,72202.0,711.0,0.0,772928.0
2020-08-18,Tamil Nadu,349654.0,289787.0,6007.0,0.0,3845803.0
2020-08-18,Tripura,7424.0,5404.0,62.0,18.0,223966.0
2020-08-18,Uttar Pradesh,162434.0,109607.0,2585.0,0.0,3966848.0
2020-08-18,Uttarakhand,12961.0,8724.0,164.0,49.0,273357.0
2020-08-18,West Bengal,122753.0,92690.0,2528.0,0.0,1382198.0
2020-08-19,Andaman and Nicobar Islands,2604.0,1529.0,30.0,0.0,29303.0
2020-08-19,Andhra Pradesh,316003.0,226372.0,2906.0,0.0,3019296.0
2020-08-19,Arunachal Pradesh,2950.0,2022.0,5.0,0.0,133048.0
2020-08-19,Assam,84318.0,60349.0,213.0,3.0,1860208.0
2020-08-19,Bihar,112759.0,84578.0,568.0,1.0,2008149.0
2020-08-19,Chandigarh,2396.0,1351.0,31.0,2.0,22730.0
2020-08-19,Chhattisgarh,17585.0,11185.0,164.0,0.0,445420.0
2020-08-19,Delhi,156139.0,140767.0,4235.0,0.0,1358189.0
2020-08-19,Dadra and Nagar Haveli and Daman and Diu,1996.0,1567.0,2.0,17.0,49879.0
2020-08-19,Goa,12675.0,8713.0,124.0,0.0,172549.0
2020-08-19,Gujarat,82087.0,64930.0,2839.0,0.0,1478629.0
2020-08-19,Himachal Pradesh,4411.0,2992.0,20.0,42.0,185707.0
2020-08-19,Haryana,49930.0,42056.0,567.0,0.0,889259.0
2020-08-19,Jharkhand,26300.0,16566.0,278.0,0.0,516123.0
2020-08-19,Jammu and Kashmir,30034.0,22497.0,572.0,0.0,822574.0
2020-08-19,Karnataka,249590.0,164150.0,4327.0,16.0,2197259.0
2020-08-19,Kerala,50232.0,32611.0,183.0,56.0,1276358.0
2020-08-19,Ladakh,2048.0,1397.0,18.0,0.0,25501.0
2020-08-19,Maharashtra,628642.0,446881.0,21033.0,315.0,3343052.0
2020-08-19,Meghalaya,1535.0,725.0,6.0,0.0,44695.0
2020-08-19,Manipur,4878.0,2885.0,18.0,0.0,120135.0
2020-08-19,Madhya Pradesh,48351.0,36475.0,1159.0,0.0,1089939.0
2020-08-19,Mizoram,860.0,384.0,0.0,0.0,28076.0
2020-08-19,Nagaland,3558.0,1706.0,7.0,7.0,52672.0
2020-08-19,Odisha,67122.0,46936.0,425.0,0.0,1062469.0
2020-08-19,Punjab,36083.0,22703.0,920.0,0.0,819657.0
2020-08-19,Puducherry,8752.0,5312.0,129.0,0.0,59757.0
2020-08-19,Rajasthan,65289.0,49963.0,910.0,0.0,1998912.0
2020-08-19,Sikkim,1232.0,789.0,3.0,0.0,35062.0
2020-08-19,Telangana,95700.0,73991.0,719.0,0.0,797470.0
2020-08-19,Tamil Nadu,355449.0,296171.0,6123.0,0.0,3913523.0
2020-08-19,Tripura,7660.0,5497.0,65.0,18.0,228003.0
2020-08-19,Uttar Pradesh,167510.0,115227.0,2638.0,0.0,4075174.0
2020-08-19,Uttarakhand,13225.0,9132.0,178.0,50.0,279961.0
2020-08-19,West Bengal,125922.0,95663.0,2581.0,0.0,1416556.0
2020-08-20,Andaman and Nicobar Islands,2680.0,1638.0,31.0,0.0,29487.0
2020-08-20,Andhra Pradesh,325396.0,235218.0,3001.0,0.0,3074847.0
2020-08-20,Arunachal Pradesh,3066.0,2093.0,5.0,0.0,136092.0
2020-08-20,Assam,86053.0,63121.0,221.0,3.0,1894584.0
2020-08-20,Bihar,115210.0,88163.0,574.0,1.0,2116094.0
2020-08-20,Chandigarh,2515.0,1390.0,31.0,2.0,23374.0
2020-08-20,Chhattisgarh,18637.0,11739.0,172.0,0.0,455106.0
2020-08-20,Delhi,157354.0,141826.0,4257.0,0.0,1375193.0
2020-08-20,Dadra and Nagar Haveli and Daman and Diu,2030.0,1613.0,2.0,16.0,50293.0
2020-08-20,Goa,13099.0,9063.0,126.0,0.0,175100.0
2020-08-20,Gujarat,83262.0,66053.0,2855.0,0.0,1547120.0
2020-08-20,Himachal Pradesh,4538.0,3085.0,22.0,42.0,188344.0
2020-08-20,Haryana,50926.0,42793.0,578.0,0.0,910877.0
2020-08-20,Jharkhand,26938.0,17320.0,286.0,0.0,523638.0
2020-08-20,Jammu and Kashmir,30717.0,23225.0,578.0,0.0,833403.0
2020-08-20,Karnataka,256975.0,170381.0,4429.0,16.0,2256862.0
2020-08-20,Kerala,52200.0,33828.0,192.0,57.0,1312992.0
2020-08-20,Ladakh,2077.0,1436.0,18.0,0.0,25947.0
2020-08-20,Maharashtra,643289.0,459124.0,21359.0,315.0,3419643.0
2020-08-20,Meghalaya,1661.0,730.0,6.0,0.0,45151.0
2020-08-20,Manipur,4927.0,3002.0,18.0,0.0,122778.0
2020-08-20,Madhya Pradesh,49493.0,37540.0,1171.0,0.0,1111158.0
2020-08-20,Mizoram,874.0,402.0,0.0,0.0,28976.0
2020-08-20,Nagaland,3583.0,1921.0,7.0,7.0,54047.0
2020-08-20,Odisha,70020.0,48577.0,433.0,0.0,1115947.0
2020-08-20,Punjab,37824.0,23037.0,957.0,0.0,839947.0
2020-08-20,Puducherry,9292.0,5634.0,137.0,0.0,61343.0
2020-08-20,Rajasthan,66619.0,51190.0,921.0,0.0,2033646.0
2020-08-20,Sikkim,1290.0,827.0,3.0,0.0,35449.0
2020-08-20,Telangana,97424.0,75186.0,729.0,0.0,821311.0
2020-08-20,Tamil Nadu,361435.0,301913.0,6239.0,0.0,3988599.0
2020-08-20,Tripura,7850.0,5565.0,65.0,18.0,230716.0
2020-08-20,Uttar Pradesh,172334.0,121090.0,2733.0,0.0,4184690.0
2020-08-20,Uttarakhand,13636.0,9433.0,187.0,50.0,286330.0
2020-08-20,West Bengal,129119.0,98789.0,2634.0,0.0,1451615.0
2020-08-21,Andaman and Nicobar Islands,2747.0,1744.0,32.0,0.0,29573.0
2020-08-21,Andhra Pradesh,334940.0,244045.0,3092.0,0.0,3129857.0
